#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
SMIM12	SMIM12	Not DIU	0.20691	NO		149.88	145.29	199.93
SMIM14	SMIM14	DIU	0.020084	YES	3	1923.57	2552.66	2292.94
SMIM15	SMIM15	DIU	0.029067	NO		128.16	137.05	177.35
SMIM19	SMIM19	Not DIU	0.86715	NO		308.58	353.33	438.81
SMIM20	SMIM20	Not DIU	0.39037	NO		303.86	323.96	363.98
SMIM4	SMIM4	Not DIU	0.25803	NO		145.88	161.62	98.67
SMIM7	SMIM7	Not DIU	0.91171	NO		372.84	382.14	358.3
SMIM8_CUNH6orf163	SMIM8_CUNH6orf163	Not DIU	0.70633	NO		76.3	81.13	85.83
SMLR1	SMLR1	Not DIU	0.62414	NO		389.24	363.5	133.72
SMNDC1	SMNDC1	Not DIU	0.79196	NO		84.17	91.17	111.57
SMO	SMO	Not DIU	0.89748	NO		189.5	173.77	164.83
SMOC1	SMOC1	Not DIU	0.97961	NO		327.56	268.77	493.91
SMPD1	SMPD1	Not DIU	0.59459	NO		166.25	141.79	91.32
SMPD4	SMPD4	Not DIU	0.22056	YES	1,2	35.99	32.67	44.73
SMTN	SMTN	Not DIU	0.14077	YES	3	123.09	103.62	92.24
SMU1	SMU1	Not DIU	0.82178	NO		330.04	339.16	368.08
SMUG1	SMUG1	Not DIU	0.097012	NO		356.16	340.66	397.89
SMURF1	SMURF1	Not DIU	0.31685	YES	1	311.38	345.64	467.63
SMURF2	SMURF2	Not DIU	0.992	NO		205.83	193.85	226.77
SMYD1	SMYD1	Not DIU	0.75001	NO		34.29	37.51	54.12
SMYD4	SMYD4	Not DIU	0.30037	NO		199.07	175.11	169.34
SMYD5	SMYD5	Not DIU	0.4323	NO		35.9	36.92	77.03
SNAP23	SNAP23	Not DIU	0.2171	NO		285.45	306.1	252.89
SNAP47	SNAP47	Not DIU	0.59159	YES	3	53.42	57.39	62.55
SNAPC5	SNAPC5	Not DIU	0.21952	NO		101.97	102.36	139.77
SND1	SND1	Not DIU	0.60239	NO		1794.45	1848.13	1713.1
SNIP1	SNIP1	Not DIU	0.053186	NO		124.32	132.75	151.04
SNPH	SNPH	Not DIU	0.19335	YES	3	47.56	39.12	43.5
SNRK	SNRK	Not DIU	0.49489	NO		901.35	975.73	906.04
SNRNP25	SNRNP25	Not DIU	0.52505	NO		285.3	309.8	212.91
SNRNP35	SNRNP35	Not DIU	0.71377	NO		67.12	61.61	44.92
SNRNP40	SNRNP40	Not DIU	0.52716	NO		70.19	90.15	105.93
SNRNP48	SNRNP48	Not DIU	0.1008	NO		372.53	440.45	484.3
SNRNP70	SNRNP70	Not DIU	0.21053	YES	1,2	1252.65	1111.52	1351.77
SNRPA	SNRPA	Not DIU	0.65393	YES	3	99.72	86.78	69.39
SNRPA1	SNRPA1	Not DIU	0.39523	YES	2	152.6	179.94	251.39
SNRPB2	SNRPB2	DIU	0.022066	NO		107.96	103.61	129.32
SNRPC	SNRPC	Not DIU	0.10505	NO		222.41	222.16	217.08
SNU13	SNU13	DIU	0.0053473	NO		370.51	399.33	353.76
SNUPN	SNUPN	Not DIU	0.70796	YES	1,3	143.91	140.06	114.73
SNURF	SNURF	Not DIU	0.30995	YES	2	66.7	69.13	81.81
SNW1	SNW1	Not DIU	0.23953	NO		355.42	411.67	377.82
SNX1	SNX1	Not DIU	0.24056	NO		271.6	303.09	348.65
SNX10	SNX10	Not DIU	0.68482	NO		104.99	158.48	80.75
SNX13	SNX13	Not DIU	0.96923	NO		300.14	326.62	360.87
SNX14	SNX14	Not DIU	0.9923	YES	1,2,3	878.6	943.02	845.66
SNX19	SNX19	Not DIU	0.77922	NO		530.84	592.34	558.72
SNX2	SNX2	Not DIU	0.15559	YES	3	537.49	552.89	490.68
SNX21	SNX21	Not DIU	0.87638	NO		50.16	46.33	52.9
SNX24	SNX24	Not DIU	0.64844	NO		102.56	99.01	120.27
SNX29	SNX29	Not DIU	0.16314	YES	3	148.48	125.4	130.83
SNX4	SNX4	Not DIU	0.63984	NO		287.63	328.24	309.62
SNX5	SNX5	Not DIU	0.056306	NO		546.03	631.57	409.85
SNX6	SNX6	Not DIU	0.42975	NO		299.92	320.16	323.42
SNX7	SNX7	Not DIU	0.24574	NO		211.57	238.83	249.98
SNX8	SNX8	Not DIU	0.47349	NO		42.53	49.38	48.02
SNX9	SNX9	Not DIU	0.14606	NO		697.38	710.74	570.02
SOBP	SOBP	Not DIU	0.10778	NO		197.2	232.0	68.16
SOCS2	SOCS2	Not DIU	0.72464	NO		276.01	344.48	119.45
SOCS4	SOCS4	Not DIU	0.62503	NO		157.13	154.18	123.56
SOCS5	SOCS5	Not DIU	0.79261	NO		240.55	230.13	258.75
SOCS6	SOCS6	DIU	0.0088213	NO		470.94	480.23	422.54
SOCS7	SOCS7	Not DIU	0.52895	YES	1	121.83	105.48	137.89
SOD2	SOD2	Not DIU	0.25204	NO		1297.54	1261.76	868.59
SON	SON	Not DIU	0.25045	YES	2	3220.32	3578.64	3870.6
SORBS1	SORBS1	DIU	4.0024E-17	YES	3	5264.05	4781.68	4057.87
SORBS2	SORBS2	DIU	0.012378	NO		783.09	1006.93	1297.49
SORBS3	SORBS3	Not DIU	0.85127	YES	1	58.44	56.61	46.69
SORT1	SORT1	Not DIU	0.66541	YES	2	403.74	403.78	283.2
SOS1	SOS1	Not DIU	0.15442	NO		717.47	688.92	789.53
SOS2	SOS2	Not DIU	0.62718	NO		369.9	441.39	403.23
SOX13	SOX13	Not DIU	0.46144	YES	1	61.45	26.29	52.02
SOX5	SOX5	Not DIU	0.21923	YES	3	356.74	335.74	535.06
SOX6	SOX6	Not DIU	0.186	NO		64.28	79.12	124.2
SP110	SP110	Not DIU	0.13897	NO		65.18	72.13	78.38
SP3	SP3	Not DIU	0.83715	YES	2,3	492.92	552.65	562.4
SP5	SP5	Not DIU	0.99788	NO		38.33	24.88	21.34
SPAG9	SPAG9	Not DIU	0.28568	NO		1045.65	1138.28	935.86
SPARC	SPARC	Not DIU	0.80323	NO		727.9	552.16	516.19
SPARCL1	SPARCL1	Not DIU	0.11648	YES	1	32.65	48.7	26.52
SPART	SPART	Not DIU	0.55092	NO		152.04	188.32	154.66
SPAST	SPAST	Not DIU	0.97857	NO		198.05	209.63	156.21
SPATA13	SPATA13	Not DIU	0.84849	YES	1	1142.7	956.61	1133.9
SPATA20	SPATA20	Not DIU	0.9133	NO		37.31	30.56	97.78
SPATA24	SPATA24	Not DIU	0.17697	NO		133.34	153.14	139.4
SPATA2L	SPATA2L	DIU	0.034157	NO		60.3	50.31	35.99
SPATA5	SPATA5	Not DIU	0.46488	NO		113.55	142.83	119.29
SPATA9	SPATA9	Not DIU	0.91325	NO		85.03	83.37	138.61
SPATS2	SPATS2	Not DIU	0.85441	NO		100.22	100.54	105.87
SPATS2L	SPATS2L	Not DIU	0.84827	NO		705.51	614.34	499.48
SPDYC_LOC113244135	SPDYC_LOC113244135	Not DIU	0.44693	NO		85.83	58.41	67.28
SPECC1L	SPECC1L	Not DIU	0.92965	NO		322.46	308.66	348.4
SPEF2	SPEF2	Not DIU	0.93494	NO		31.46	36.35	31.89
SPG11	SPG11	Not DIU	0.98061	NO		948.28	895.35	817.17
SPG21	SPG21	DIU	0.0066988	NO		264.22	245.36	187.33
SPG7	SPG7	Not DIU	0.40501	NO		370.23	309.03	319.23
SPHK2	SPHK2	Not DIU	0.11009	YES	1	218.32	146.98	112.71
SPI1	SPI1	Not DIU	0.91108	NO		43.2	33.3	25.1
SPICE1	SPICE1	Not DIU	0.89671	NO		289.97	263.4	241.0
SPIDR	SPIDR	Not DIU	0.78846	NO		55.9	59.22	62.41
SPIN1	SPIN1	Not DIU	0.74276	NO		367.16	348.83	447.08
SPINT1	SPINT1	Not DIU	0.25671	YES	1,2	34.22	30.83	19.74
SPINT2	SPINT2	Not DIU	0.91329	NO		154.68	147.74	197.11
SPNS1	SPNS1	Not DIU	0.57798	NO		89.56	78.32	64.32
SPON2	SPON2	DIU	0.014431	NO		36.7	30.1	47.78
SPOP	SPOP	Not DIU	0.69255	NO		254.2	274.75	277.97
SPOPL	SPOPL	Not DIU	0.37098	YES	1	241.11	290.5	290.02
SPOUT1	SPOUT1	Not DIU	0.79145	YES	2,3	103.84	69.48	84.57
SPP1	SPP1	Not DIU	0.97509	NO		69.87	104.74	44.94
SPP2	SPP2	Not DIU	0.27098	NO		311.26	262.25	222.13
SPPL2A	SPPL2A	Not DIU	0.16491	YES	2	1412.22	1508.92	1476.01
SPPL2B	SPPL2B	Not DIU	0.27546	YES	3	75.04	62.95	51.29
SPRED2	SPRED2	Not DIU	0.44583	NO		80.19	82.48	113.68
SPRTN	SPRTN	Not DIU	0.93861	NO		63.38	76.74	107.62
SPRY1	SPRY1	Not DIU	0.90024	NO		261.41	268.93	205.56
SPRYD3	SPRYD3	Not DIU	0.57071	NO		168.79	137.15	142.75
SPRYD7	SPRYD7	Not DIU	0.81488	NO		271.6	279.51	217.95
SPSB3	SPSB3	Not DIU	0.17146	YES	2	142.04	124.38	118.06
SPTAN1	SPTAN1	DIU	0.0035549	NO		1799.32	1593.43	1730.73
SPTBN1	SPTBN1	DIU	2.717E-6	YES	3	10003.77	11019.17	8525.35
SPTY2D1	SPTY2D1	Not DIU	0.50092	NO		198.22	277.77	343.95
SQLE	SQLE	DIU	6.8883E-12	YES	3	945.55	383.51	97.88
SQOR	SQOR	DIU	2.4704E-5	NO		420.42	443.76	233.94
SQSTM1	SQSTM1	Not DIU	0.67306	NO		1596.08	1400.02	1537.42
SRA1	SRA1	Not DIU	0.51808	NO		151.62	151.04	197.8
SRBD1	SRBD1	Not DIU	0.71398	NO		224.98	251.03	338.25
SRCAP	SRCAP	Not DIU	0.33888	NO		465.99	373.59	499.97
SRD5A3	SRD5A3	Not DIU	0.19394	NO		91.88	99.72	96.23
SREBF1	SREBF1	Not DIU	0.64093	NO		298.2	236.5	503.81
SREK1	SREK1	Not DIU	0.71061	NO		593.69	695.17	705.29
SREK1IP1	SREK1IP1	Not DIU	0.45166	YES	2	170.08	170.71	159.83
SRGAP1	SRGAP1	Not DIU	0.84849	NO		120.55	139.5	194.09
SRGAP2	SRGAP2	Not DIU	0.87109	NO		92.29	57.5	53.05
SRGAP3	SRGAP3	Not DIU	0.69875	NO		82.65	73.54	74.17
SRI	SRI	Not DIU	0.2626	NO		633.44	651.1	533.66
SRL	SRL	Not DIU	0.27709	NO		49.96	53.31	50.75
SRP19	SRP19	Not DIU	0.56542	NO		127.08	140.48	159.22
SRP54	SRP54	Not DIU	0.60386	YES	1	405.13	447.44	466.01
SRP68	SRP68	Not DIU	0.70877	NO		301.56	309.08	327.91
SRP72	SRP72	Not DIU	0.055925	YES	2	671.58	773.5	601.11
SRP9	SRP9	Not DIU	0.58724	NO		416.49	471.56	610.13
SRPK1	SRPK1	Not DIU	0.06692	YES	2	228.19	248.01	283.17
SRPK2	SRPK2	Not DIU	0.52209	NO		239.67	209.55	250.16
SRPRA	SRPRA	Not DIU	0.32558	NO		1266.23	1310.75	1158.28
SRR	SRR	DIU	0.041425	NO		34.97	33.33	31.42
SRRD	SRRD	Not DIU	0.23856	YES	1	45.75	44.39	39.16
SRRM1	SRRM1	Not DIU	0.2014	YES	2	478.0	508.01	653.24
SRRT	SRRT	Not DIU	0.95143	NO		314.43	346.05	358.86
SRSF1	SRSF1	Not DIU	0.34869	NO		1291.16	1184.33	1006.51
SRSF10	SRSF10	Not DIU	0.99595	YES	1,3	457.87	478.35	619.42
SRSF11	SRSF11	Not DIU	0.39621	NO		990.22	1161.15	1206.42
SRSF2	SRSF2	DIU	0.015662	NO		742.93	856.11	993.28
SRSF3	SRSF3	Not DIU	0.79167	NO		568.46	671.58	813.23
SRSF4	SRSF4	DIU	1.0988E-5	NO		284.67	253.73	320.17
SRSF5	SRSF5	Not DIU	0.89005	YES	3	1210.2	1003.19	1136.57
SRSF6	SRSF6	Not DIU	0.83888	NO		894.49	950.18	1212.04
SRSF7	SRSF7	Not DIU	0.90456	YES	1,2	231.63	261.74	292.77
SRSF9	SRSF9	Not DIU	0.44903	NO		178.51	184.58	166.96
SS18	SS18	Not DIU	0.093465	NO		255.49	268.24	171.32
SS18L1	SS18L1	Not DIU	0.35114	YES	2	123.23	104.83	74.27
SS18L2	SS18L2	Not DIU	0.51534	NO		128.18	129.56	77.16
SSB	SSB	Not DIU	0.24079	NO		224.5	262.52	256.34
SSBP1	SSBP1	Not DIU	0.2285	NO		68.49	69.71	81.48
SSBP2	SSBP2	Not DIU	0.66541	NO		161.27	155.85	144.63
SSBP3	SSBP3	DIU	0.00323	NO		66.95	50.34	46.22
SSH2	SSH2	Not DIU	0.20917	NO		347.11	358.97	412.11
SSH3	SSH3	Not DIU	0.90639	YES	3	56.58	46.14	81.29
SSR1	SSR1	Not DIU	0.2495	NO		1450.85	1611.48	1577.55
SSR4	SSR4	Not DIU	0.98904	NO		676.14	707.97	634.68
SSRP1	SSRP1	DIU	2.578E-5	NO		373.3	325.79	375.63
SSSCA1	SSSCA1	Not DIU	0.65607	YES	1	52.74	54.96	50.71
SSX2IP	SSX2IP	Not DIU	0.27315	YES	3	23.3	30.04	25.62
ST13	ST13	Not DIU	0.058115	NO		1782.78	1992.5	1732.58
ST3GAL2	ST3GAL2	Not DIU	0.39891	NO		47.08	65.42	49.43
ST3GAL4	ST3GAL4	Not DIU	0.82398	NO		109.63	102.82	105.54
ST3GAL5	ST3GAL5	DIU	0.0038598	YES	1,2	143.42	289.54	465.66
ST3GAL6	ST3GAL6	Not DIU	0.9804	NO		607.43	649.26	758.44
ST5	ST5	DIU	5.4613E-5	NO		255.27	193.58	226.07
ST6GAL2	ST6GAL2	Not DIU	0.24657	YES	1	97.76	94.56	89.62
ST6GALNAC6	ST6GALNAC6	Not DIU	0.83118	NO		674.92	584.95	321.54
ST7	ST7	Not DIU	0.46632	NO		158.64	183.73	159.55
ST7L	ST7L	DIU	0.0059957	NO		434.95	446.41	391.07
STAB1	STAB1	DIU	0.026529	NO		549.63	477.11	331.48
STAC3	STAC3	Not DIU	0.74752	NO		44.79	25.18	63.39
STAC3_R3HDM2	STAC3_R3HDM2	Not DIU	0.33833	NO		273.01	296.94	316.9
STAG1	STAG1	Not DIU	0.59382	YES	1	456.36	512.36	496.19
STAG2	STAG2	Not DIU	0.69778	YES	1	1231.3	1454.08	1493.64
STAM2	STAM2	Not DIU	0.16501	YES	2	255.23	286.24	311.85
STAMBP	STAMBP	Not DIU	0.32547	YES	1	106.7	116.24	123.11
STAP2	STAP2	Not DIU	0.74405	YES	3	123.18	98.99	106.96
STARD13	STARD13	Not DIU	0.90555	NO		618.9	802.67	1065.08
STARD3	STARD3	Not DIU	0.88742	NO		91.66	81.42	71.38
STARD3NL	STARD3NL	Not DIU	0.49548	YES	1	84.84	99.08	112.8
STARD7	STARD7	Not DIU	0.074966	NO		834.22	930.65	739.27
STAT1	STAT1	Not DIU	0.98553	NO		1024.69	992.23	1039.98
STAT2	STAT2	Not DIU	0.18036	NO		697.37	578.79	558.08
STAT3	STAT3	Not DIU	0.34476	NO		1967.88	1679.4	1640.3
STAT5A	STAT5A	Not DIU	0.84849	NO		164.59	141.33	118.29
STAT6	STAT6	Not DIU	0.70788	NO		141.96	172.07	181.9
STAU1	STAU1	DIU	3.0735E-6	NO		939.57	1015.81	1106.92
STAU2	STAU2	Not DIU	0.90456	YES	1	86.14	89.03	116.14
STEAP3	STEAP3	Not DIU	0.62003	NO		573.13	522.62	928.24
STIM1	STIM1	Not DIU	0.95134	NO		528.8	387.29	565.57
STIM2	STIM2	DIU	0.0053136	YES	3	70.11	85.86	68.2
STK11	STK11	DIU	0.023527	YES	1	377.03	376.44	439.31
STK16	STK16	Not DIU	0.89232	NO		274.57	266.27	207.68
STK17B	STK17B	Not DIU	0.34236	NO		46.19	56.0	57.99
STK19	STK19	Not DIU	0.96449	NO		137.68	118.13	116.38
STK25	STK25	DIU	0.009745	NO		249.3	240.34	202.92
STK3	STK3	Not DIU	0.86063	YES	1	865.76	862.77	783.29
STK38	STK38	Not DIU	0.90793	NO		907.65	787.54	779.97
STK38L	STK38L	Not DIU	0.70097	YES	2	191.0	198.36	217.3
STK4	STK4	Not DIU	0.88658	NO		190.8	183.82	161.38
STK40	STK40	Not DIU	0.75037	NO		311.78	259.17	263.93
STMN1	STMN1	Not DIU	0.7527	YES	2,3	59.44	47.7	45.58
STN1	STN1	Not DIU	0.73174	NO		175.78	225.75	177.67
STOM	STOM	Not DIU	0.43509	NO		1855.04	2012.07	1964.12
STOML1	STOML1	Not DIU	0.54681	YES	2,3	44.66	36.57	39.07
STON2	STON2	Not DIU	0.10343	NO		117.72	104.57	52.0
STOX2	STOX2	Not DIU	0.92512	NO		71.29	62.6	41.9
STRADA	STRADA	Not DIU	0.94413	YES	1,2	34.88	29.33	47.64
STRADB	STRADB	Not DIU	0.23341	NO		253.67	302.66	169.13
STRBP	STRBP	DIU	3.7486E-4	NO		664.93	540.89	510.3
STRIP1	STRIP1	Not DIU	0.47254	NO		163.19	162.41	203.39
STRIP2	STRIP2	Not DIU	0.10483	NO		103.12	90.92	46.5
STRN	STRN	Not DIU	0.50551	NO		306.88	344.83	310.27
STRN3	STRN3	Not DIU	0.66161	NO		378.71	466.97	543.75
STRN4	STRN4	DIU	0.0075543	YES	2	123.99	101.53	137.45
STT3A	STT3A	Not DIU	0.4361	NO		1104.68	1279.16	1397.01
STX10	STX10	Not DIU	0.79145	NO		47.17	55.92	62.9
STX12	STX12	Not DIU	0.17163	NO		205.21	252.71	213.4
STX16	STX16	Not DIU	0.89716	YES	2	293.09	278.26	328.9
STX17	STX17	DIU	1.4332E-7	YES	2,3	348.64	305.84	317.75
STX18	STX18	Not DIU	0.27204	NO		372.93	489.99	392.62
STX2	STX2	Not DIU	0.4323	YES	3	33.56	27.49	38.25
STX3	STX3	DIU	0.010709	NO		185.23	185.51	121.31
STX5	STX5	Not DIU	0.94534	NO		178.79	210.77	202.55
STX6	STX6	Not DIU	0.57296	NO		135.01	102.68	121.5
STX7	STX7	Not DIU	0.2868	NO		162.0	180.51	164.72
STX8	STX8	DIU	0.0026806	NO		242.02	269.15	231.71
STXBP1	STXBP1	Not DIU	0.55822	YES	2	76.01	79.64	57.11
STXBP3	STXBP3	Not DIU	0.52125	NO		313.76	362.91	380.5
STXBP4	STXBP4	Not DIU	0.17236	YES	2	71.38	76.17	97.45
STXBP5	STXBP5	Not DIU	0.79624	YES	3	270.72	288.71	187.41
STXBP6	STXBP6	Not DIU	0.94139	NO		354.25	297.39	429.01
STYX	STYX	Not DIU	0.8967	NO		247.02	244.37	277.13
SUCO	SUCO	Not DIU	0.52209	YES	2	420.86	472.52	547.96
SUDS3	SUDS3	Not DIU	0.42246	NO		168.77	180.61	194.43
SUFU	SUFU	DIU	0.0029802	YES	3	63.2	52.68	51.72
SUGCT	SUGCT	Not DIU	0.85505	NO		685.29	755.18	556.27
SUGP1	SUGP1	Not DIU	0.89232	NO		112.91	111.25	126.51
SUGP2	SUGP2	Not DIU	0.75037	NO		241.75	240.75	289.53
SUGT1	SUGT1	DIU	0.024512	NO		182.46	188.96	173.33
SULT1B1	SULT1B1	Not DIU	0.14327	YES	3	161.53	152.97	124.32
SUMF1	SUMF1	Not DIU	0.90672	NO		397.23	400.66	479.63
SUMF2	SUMF2	Not DIU	0.70791	NO		27.61	41.66	61.7
SUMO1	SUMO1	Not DIU	0.61887	NO		405.11	512.95	425.84
SUOX	SUOX	Not DIU	0.66541	NO		113.37	78.94	48.47
SUOX_RAB5B	SUOX_RAB5B	DIU	0.032104	YES	2	929.65	812.14	544.34
SUPT20H	SUPT20H	Not DIU	0.98412	NO		194.66	245.3	241.44
SUPT3H	SUPT3H	Not DIU	0.79528	NO		59.05	57.12	72.27
SUPT5H	SUPT5H	Not DIU	0.57687	NO		408.67	307.76	279.78
SUPT6H	SUPT6H	Not DIU	0.070325	NO		425.11	413.69	508.75
SUPT7L	SUPT7L	Not DIU	0.66338	NO		204.9	217.16	250.02
SUPV3L1	SUPV3L1	Not DIU	0.32549	NO		52.45	85.86	67.42
SURF2	SURF2	Not DIU	0.62842	YES	3	105.69	98.88	126.97
SURF6	SURF6	Not DIU	0.76485	NO		88.58	70.42	93.91
SUSD1	SUSD1	Not DIU	0.52116	NO		64.44	64.59	138.91
SUSD6	SUSD6	Not DIU	0.64792	YES	3	252.22	226.27	240.42
SUV39H1	SUV39H1	Not DIU	0.78288	NO		160.56	130.93	112.46
SUZ12	SUZ12	Not DIU	0.63783	NO		228.34	237.02	197.28
SWAP70	SWAP70	Not DIU	0.19034	NO		134.98	121.06	96.06
SWT1	SWT1	DIU	0.0014534	NO		141.24	142.48	161.32
SYBU	SYBU	Not DIU	0.85962	NO		238.26	237.88	288.91
SYCP2L	SYCP2L	Not DIU	0.86954	NO		89.65	67.96	39.2
SYDE1	SYDE1	Not DIU	0.85395	NO		78.68	63.93	88.95
SYDE2	SYDE2	Not DIU	0.97857	NO		611.08	514.4	575.46
SYNCRIP	SYNCRIP	Not DIU	0.83919	NO		507.01	597.56	660.16
SYNE1	SYNE1	Not DIU	0.61614	NO		352.31	216.96	302.58
SYNE3	SYNE3	Not DIU	0.68207	NO		76.28	49.62	95.42
SYNGR2	SYNGR2	Not DIU	0.67636	NO		148.32	140.14	132.29
SYNJ1	SYNJ1	DIU	0.011955	YES	2,3	114.35	106.82	142.56
SYNPO	SYNPO	Not DIU	0.48623	NO		68.34	69.41	97.12
SYNPO2	SYNPO2	Not DIU	0.74945	NO		157.68	154.44	136.67
SYNRG	SYNRG	Not DIU	0.053205	NO		223.46	250.19	229.88
SYPL1	SYPL1	DIU	0.031104	NO		593.81	621.13	640.95
SYTL2	SYTL2	Not DIU	0.44198	YES	1	145.2	140.09	90.84
SYTL4	SYTL4	Not DIU	0.48626	NO		105.8	104.93	129.98
SYVN1	SYVN1	Not DIU	0.15088	YES	1	353.99	310.81	268.15
SZRD1	SZRD1	Not DIU	0.23724	NO		416.83	435.43	467.94
TAB1	TAB1	Not DIU	0.078902	NO		239.38	204.29	189.03
TAB2	TAB2	Not DIU	0.71918	YES	1,2	466.67	488.03	541.04
TAB3	TAB3	Not DIU	0.19394	NO		154.52	177.54	303.89
TACC1	TACC1	DIU	9.9561E-4	YES	1,2	227.48	269.38	228.47
TADA2A	TADA2A	Not DIU	0.42529	NO		113.99	121.56	137.74
TADA3	TADA3	Not DIU	0.46144	NO		145.29	120.5	132.65
TAF1	TAF1	Not DIU	0.62716	NO		965.62	941.42	1231.13
TAF11	TAF11	Not DIU	0.98583	NO		110.55	97.93	109.52
TAF1A	TAF1A	Not DIU	0.63369	YES	1	65.65	86.32	145.97
TAF1B	TAF1B	Not DIU	0.96715	NO		145.88	134.6	140.31
TAF1D	TAF1D	Not DIU	0.89005	NO		46.0	34.9	30.8
TAF2	TAF2	DIU	0.04835	YES	2	222.31	250.8	266.5
TAF4	TAF4	Not DIU	0.31064	NO		98.86	92.72	101.92
TAF5L	TAF5L	Not DIU	0.83907	NO		99.71	133.98	129.63
TAF6_LOC113267886	TAF6_LOC113267886	Not DIU	0.31107	NO		60.93	31.84	38.76
TAF8	TAF8	Not DIU	0.57656	NO		370.26	303.07	348.11
TAF9	TAF9	Not DIU	0.38507	NO		100.19	102.99	93.32
TANC2	TANC2	Not DIU	0.57031	YES	1,2	118.44	96.96	70.63
TANGO2	TANGO2	Not DIU	0.069868	NO		93.65	70.1	75.76
TANK	TANK	Not DIU	0.4447	NO		233.02	321.32	359.05
TAOK1	TAOK1	Not DIU	0.81262	NO		673.45	784.35	847.98
TAOK2	TAOK2	DIU	0.0042467	NO		369.05	353.73	456.84
TAOK3	TAOK3	DIU	2.0023E-5	NO		206.92	216.8	173.85
TAP1	TAP1	Not DIU	0.19869	YES	1	48.55	43.75	53.46
TAP2	TAP2	Not DIU	0.86025	NO		115.21	100.44	155.64
TAPBP	TAPBP	Not DIU	0.6043	NO		375.78	247.78	237.02
TAPBPL	TAPBPL	Not DIU	0.54935	NO		150.77	130.69	166.12
TAPT1	TAPT1	Not DIU	0.15946	NO		406.7	526.94	440.78
TARBP1	TARBP1	Not DIU	0.60416	YES	3	572.03	647.85	729.35
TARBP2	TARBP2	Not DIU	0.84867	NO		166.53	153.74	101.22
TARDBP	TARDBP	Not DIU	0.54717	NO		447.34	395.21	461.5
TARS	TARS	Not DIU	0.28551	YES	2	552.72	677.85	702.24
TARS2	TARS2	Not DIU	0.38706	NO		79.99	74.51	69.51
TAS1R1_ZBTB48	TAS1R1_ZBTB48	Not DIU	0.20406	YES	1	46.18	55.74	71.63
TASP1	TASP1	Not DIU	0.97929	NO		36.91	43.0	55.95
TAT	TAT	DIU	7.8665E-6	NO		22331.37	21588.88	11277.79
TATDN1	TATDN1	Not DIU	0.31702	YES	2	125.22	124.73	141.98
TATDN2	TATDN2	Not DIU	0.99415	NO		67.31	71.64	82.48
TATDN3	TATDN3	Not DIU	0.86399	NO		99.35	110.16	85.87
TAX1BP1	TAX1BP1	Not DIU	0.91325	NO		1664.93	1982.03	1640.25
TAZ	TAZ	Not DIU	0.89711	NO		125.86	92.41	111.57
TBC1D1	TBC1D1	Not DIU	0.050985	YES	1	224.29	225.04	190.95
TBC1D12	TBC1D12	Not DIU	0.38492	YES	3	220.92	273.72	244.4
TBC1D13	TBC1D13	Not DIU	0.96449	NO		215.94	176.98	202.14
TBC1D14	TBC1D14	Not DIU	0.1768	YES	1,2,3	200.39	206.01	183.73
TBC1D15	TBC1D15	Not DIU	0.95183	NO		396.5	465.77	387.12
TBC1D17	TBC1D17	Not DIU	0.87903	YES	2	311.99	257.57	215.89
TBC1D20	TBC1D20	Not DIU	0.31599	NO		111.36	99.19	95.63
TBC1D23	TBC1D23	Not DIU	0.78297	NO		345.77	398.94	439.48
TBC1D24	TBC1D24	Not DIU	0.63783	NO		76.64	64.85	67.43
TBC1D25	TBC1D25	Not DIU	0.34379	NO		33.52	35.34	33.62
TBC1D31	TBC1D31	Not DIU	0.85301	NO		357.07	403.97	392.45
TBC1D32	TBC1D32	Not DIU	0.75936	YES	1	98.02	108.19	134.64
TBC1D4	TBC1D4	Not DIU	0.30419	YES	3	176.73	179.48	107.57
TBC1D5	TBC1D5	Not DIU	0.25299	YES	1,2	303.0	314.2	317.92
TBC1D8	TBC1D8	Not DIU	0.52929	YES	1	114.19	123.5	61.62
TBCA	TBCA	Not DIU	0.34988	NO		84.26	104.22	127.5
TBCB	TBCB	Not DIU	0.38043	NO		186.52	204.84	161.54
TBCC	TBCC	Not DIU	0.10618	NO		109.3	97.1	79.7
TBCE	TBCE	Not DIU	0.86039	NO		81.35	72.97	66.86
TBCEL	TBCEL	Not DIU	0.99453	NO		129.29	109.55	65.32
TBCK	TBCK	Not DIU	0.19403	NO		181.18	197.9	224.74
TBK1	TBK1	Not DIU	0.65502	NO		242.03	294.85	244.54
TBL1XR1	TBL1XR1	Not DIU	0.50589	NO		744.22	961.37	1114.82
TBL2	TBL2	Not DIU	0.25908	NO		271.53	308.3	371.33
TBL3	TBL3	Not DIU	0.40057	NO		119.36	131.81	115.41
TBP	TBP	Not DIU	0.72937	NO		72.26	62.6	64.89
TBPL1	TBPL1	Not DIU	0.89748	NO		92.82	92.35	108.92
TBRG1	TBRG1	Not DIU	0.94133	NO		295.21	296.47	282.42
TBRG4	TBRG4	Not DIU	0.80756	NO		382.42	357.14	284.83
TBX3	TBX3	Not DIU	0.78241	NO		199.29	215.3	158.95
TBXAS1	TBXAS1	Not DIU	0.081991	NO		159.73	134.63	146.73
TC2N	TC2N	Not DIU	0.48144	NO		61.18	81.47	93.7
