#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	3 T1 MeanExpLevel	3 T2 MeanExpLevel	3 T3 MeanExpLevel
SNAP23	SNAP23	Not DIU	0.47999	NO		331.18	345.33	297.76
SNAP47	SNAP47	Not DIU	0.056759	YES	3	59.64	63.42	57.72
SNAPC3	SNAPC3	Not DIU	0.7839	YES	3	103.08	99.28	75.0
SNCAIP	SNCAIP	Not DIU	0.4757	YES	2,3	38.74	17.75	29.12
SND1	SND1	Not DIU	0.71366	NO		408.96	386.46	341.19
SNRK	SNRK	Not DIU	0.78625	NO		233.02	208.26	248.68
SNRNP200	SNRNP200	Not DIU	0.7748	NO		688.87	569.92	832.49
SNRNP25	SNRNP25	Not DIU	0.94288	NO		361.72	428.43	363.49
SNRNP70	SNRNP70	Not DIU	0.99945	NO		325.67	272.97	297.67
SNRPA	SNRPA	Not DIU	0.75263	NO		79.96	76.85	77.03
SNRPA1	SNRPA1	Not DIU	0.98785	NO		70.4	66.75	95.07
SNRPE	SNRPE	Not DIU	0.36586	NO		123.18	112.34	125.18
SNU13	SNU13	DIU	0.03341	NO		732.65	764.62	702.0
SNUPN	SNUPN	Not DIU	0.57155	NO		257.52	331.85	204.61
SNURF	SNURF	DIU	0.0053188	YES	1,2	212.8	218.53	253.91
SNW1	SNW1	Not DIU	0.84978	NO		411.45	428.09	459.73
SNX1	SNX1	Not DIU	0.62305	NO		309.63	239.94	267.22
SNX13	SNX13	Not DIU	0.91075	NO		566.92	610.09	523.21
SNX14	SNX14	DIU	0.0074716	NO		491.36	602.3	707.14
SNX17	SNX17	Not DIU	0.13525	NO		292.84	329.46	280.32
SNX2	SNX2	Not DIU	0.85283	NO		339.79	324.06	348.97
SNX21	SNX21	Not DIU	0.96806	NO		297.59	258.6	214.44
SNX29	SNX29	Not DIU	0.58499	NO		104.29	78.22	91.84
SNX5	SNX5	Not DIU	0.93522	NO		350.05	360.0	313.4
SNX6	SNX6	Not DIU	0.11842	YES	2	173.52	139.45	200.45
SNX8	SNX8	DIU	0.031738	YES	3	80.21	84.39	87.41
SNX9	SNX9	Not DIU	0.32062	YES	1	649.66	565.05	531.66
SOBP	SOBP	Not DIU	0.44912	YES	2	95.1	67.68	86.53
SOCS4	SOCS4	Not DIU	0.77356	NO		112.74	119.08	116.16
SOCS6	SOCS6	Not DIU	0.73875	NO		275.55	290.44	310.42
SOCS7	SOCS7	DIU	0.013741	YES	3	107.71	104.55	135.22
SOD2_LOC113259616	SOD2_LOC113259616	Not DIU	0.99441	NO		3724.04	4366.29	3227.4
SON	SON	Not DIU	0.96333	NO		1391.87	1226.55	1786.84
SORBS1	SORBS1	Not DIU	0.43816	NO		1377.7	1828.61	1899.83
SORBS2	SORBS2	Not DIU	0.91075	NO		117.24	72.35	78.42
SORBS3	SORBS3	Not DIU	0.98048	NO		431.92	395.32	325.48
SORT1	SORT1	Not DIU	0.3608	NO		901.84	829.56	967.98
SOS1	SOS1	Not DIU	0.63467	NO		190.15	159.03	186.84
SOX6	SOX6	Not DIU	0.71261	YES	1,2	196.7	144.36	230.46
SP3	SP3	DIU	2.2697E-6	YES	3	521.74	498.33	689.25
SPAG9	SPAG9	Not DIU	0.90371	NO		1269.06	1405.49	1415.36
SPARC	SPARC	Not DIU	0.99956	NO		3901.19	2240.56	2077.01
SPARCL1	SPARCL1	Not DIU	0.94775	NO		4005.5	2802.16	2359.53
SPART	SPART	Not DIU	0.39673	NO		378.3	365.71	337.28
SPAST	SPAST	Not DIU	0.91906	NO		234.29	247.16	225.77
SPATA20	SPATA20	Not DIU	0.40038	NO		358.41	322.98	393.07
SPATS2L	SPATS2L	Not DIU	0.81135	NO		105.16	135.28	95.08
SPECC1L	SPECC1L	Not DIU	0.86171	NO		342.97	308.95	324.12
SPICE1	SPICE1	Not DIU	0.1035	NO		96.09	112.64	98.21
SPIN1	SPIN1	Not DIU	0.91896	NO		278.67	236.48	303.15
SPINT2	SPINT2	Not DIU	0.91011	YES	2	67.36	44.26	63.44
SPNS1	SPNS1	Not DIU	0.93911	NO		101.81	111.12	119.46
SPOP	SPOP	Not DIU	0.70051	NO		390.16	453.5	287.54
SPOPL	SPOPL	Not DIU	0.42313	YES	3	222.83	224.74	192.54
SPP1	SPP1	Not DIU	0.99646	NO		79.49	47.54	53.93
SPPL2A	SPPL2A	Not DIU	0.090922	NO		1906.3	2043.67	1973.14
SPRED2	SPRED2	Not DIU	0.42101	YES	2,3	54.68	40.42	42.6
SPRY1	SPRY1	Not DIU	0.9312	NO		223.09	221.35	250.73
SPRYD7	SPRYD7	Not DIU	0.80344	NO		272.46	315.96	352.21
SPSB3	SPSB3	Not DIU	0.4773	NO		144.59	174.06	194.59
SPTAN1	SPTAN1	Not DIU	0.78513	NO		750.62	401.43	568.47
SPTBN1	SPTBN1	Not DIU	0.84307	YES	1	5088.13	3466.15	3322.6
SPTY2D1	SPTY2D1	Not DIU	0.87028	YES	1	107.88	100.2	135.96
SQSTM1	SQSTM1	Not DIU	0.78625	NO		3997.57	4499.45	3260.28
SRBD1	SRBD1	Not DIU	0.15813	YES	2	109.15	139.91	105.76
SRCAP	SRCAP	DIU	0.0042469	YES	3	145.62	118.72	158.16
SREBF1	SREBF1	Not DIU	0.43889	YES	1,2	225.81	231.54	318.39
SREK1	SREK1	Not DIU	0.47807	NO		156.68	139.05	155.42
SREK1IP1	SREK1IP1	DIU	0.0042469	NO		62.04	68.79	64.3
SRI	SRI	Not DIU	0.8032	YES	3	197.28	177.79	164.74
SRL	SRL	Not DIU	0.64732	NO		9830.72	9757.87	11618.59
SRP54	SRP54	Not DIU	0.8746	YES	3	284.12	303.08	260.29
SRP68	SRP68	Not DIU	0.62449	NO		290.51	296.03	364.72
SRP72	SRP72	Not DIU	0.6462	NO		228.53	208.05	238.5
SRPRA	SRPRA	Not DIU	0.43466	NO		1358.84	1413.58	1470.43
SRRD	SRRD	Not DIU	0.22458	YES	3	39.31	37.62	46.35
SRRM1	SRRM1	Not DIU	0.072701	NO		189.24	138.45	218.09
SRRT	SRRT	Not DIU	0.6094	NO		223.52	218.95	253.3
SRSF1	SRSF1	Not DIU	0.15729	NO		427.28	387.86	392.5
SRSF10	SRSF10	Not DIU	0.82963	NO		181.82	183.63	212.05
SRSF11	SRSF11	Not DIU	0.89683	NO		316.48	312.16	364.84
SRSF2	SRSF2	Not DIU	0.89201	YES	3	268.6	239.9	327.12
SRSF3	SRSF3	Not DIU	0.99945	NO		307.87	279.64	380.91
SRSF5	SRSF5	Not DIU	0.6488	NO		137.92	122.59	205.75
SRSF6	SRSF6	DIU	0.044487	NO		293.87	239.52	292.36
SRSF7	SRSF7	Not DIU	0.68437	NO		79.76	81.68	110.8
SS18	SS18	DIU	0.0011926	YES	2	95.24	89.87	70.49
SS18L1	SS18L1	Not DIU	0.61437	NO		62.65	53.78	59.05
SS18L2	SS18L2	Not DIU	0.59324	NO		314.62	399.89	412.57
SSB	SSB	Not DIU	0.24921	NO		248.22	256.53	248.03
SSBP1	SSBP1	Not DIU	0.45158	NO		50.22	59.53	46.58
SSBP4	SSBP4	Not DIU	0.55637	NO		118.68	156.66	75.04
SSR1	SSR1	Not DIU	0.21945	NO		525.25	449.23	632.21
SSR3	SSR3	Not DIU	0.74901	NO		558.4	601.67	712.07
SSR4	SSR4	Not DIU	0.82242	NO		452.84	431.75	767.43
SSRP1	SSRP1	Not DIU	0.11842	NO		467.04	454.62	540.05
SSSCA1	SSSCA1	Not DIU	0.93425	NO		84.55	93.32	109.35
SSX2IP	SSX2IP	Not DIU	0.82745	NO		78.61	61.29	150.23
ST13	ST13	Not DIU	0.37767	NO		1756.37	1817.91	1716.08
ST3GAL1	ST3GAL1	Not DIU	0.94406	NO		292.78	230.83	279.1
ST3GAL2	ST3GAL2	Not DIU	0.65306	NO		338.67	297.57	307.4
ST3GAL5	ST3GAL5	Not DIU	0.70051	YES	3	93.52	97.71	90.52
ST3GAL6	ST3GAL6	Not DIU	0.13102	YES	3	233.72	220.07	170.01
ST6GAL1	ST6GAL1	Not DIU	0.48345	NO		78.27	32.84	27.23
ST6GALNAC4	ST6GALNAC4	DIU	0.012013	NO		310.13	418.05	304.08
ST6GALNAC6	ST6GALNAC6	Not DIU	0.3506	NO		1353.63	1633.15	1353.15
ST7	ST7	Not DIU	0.31051	YES	1	42.81	72.57	75.58
ST7L	ST7L	Not DIU	0.2103	NO		111.26	113.12	124.06
ST8SIA5	ST8SIA5	Not DIU	0.73276	NO		111.63	211.69	53.69
STAC3	STAC3	DIU	3.2013E-5	NO		4455.68	5083.14	4529.67
STAC3_R3HDM2	STAC3_R3HDM2	Not DIU	0.17339	NO		617.29	674.6	935.88
STAG1	STAG1	Not DIU	0.95482	NO		423.98	360.33	521.71
STAG2	STAG2	Not DIU	0.42101	YES	2	719.55	615.03	737.2
STAM2	STAM2	Not DIU	0.99347	NO		99.83	111.82	128.85
STAMBP	STAMBP	Not DIU	0.30133	NO		114.4	123.97	117.07
STAMBPL1	STAMBPL1	Not DIU	0.75199	YES	1	47.21	67.69	51.14
STARD13	STARD13	Not DIU	0.68372	YES	2	90.01	66.86	86.21
STARD3NL	STARD3NL	Not DIU	0.37027	YES	2	51.71	62.67	52.86
STARD4	STARD4	Not DIU	0.19144	NO		39.94	16.97	26.44
STARD7	STARD7	Not DIU	0.67748	YES	3	2422.92	2477.59	2633.29
STARD8	STARD8	Not DIU	0.23035	NO		131.68	99.18	109.09
STAT3	STAT3	Not DIU	0.70646	NO		805.16	696.89	742.01
STAT6	STAT6	Not DIU	0.70158	NO		92.81	78.8	110.76
STAU1	STAU1	Not DIU	0.52411	NO		445.46	438.14	489.37
STAU2	STAU2	DIU	5.0874E-6	NO		630.38	725.42	626.46
STEAP3	STEAP3	Not DIU	0.42713	YES	3	213.72	181.48	150.49
STIM1	STIM1	Not DIU	0.25898	NO		422.0	339.39	361.84
STK11	STK11	Not DIU	0.15984	NO		1003.92	1039.03	935.11
STK16	STK16	DIU	1.2416E-5	NO		211.08	225.84	193.14
STK24	STK24	Not DIU	0.2201	NO		170.91	173.54	172.36
STK3	STK3	DIU	0.023398	YES	2	172.2	155.35	160.36
STK38	STK38	Not DIU	0.44455	NO		94.23	74.67	103.19
STK38L	STK38L	Not DIU	0.41957	YES	2	158.91	153.12	149.7
STK39	STK39	DIU	0.0086072	YES	3	51.44	27.31	42.49
STK40	STK40	Not DIU	0.63625	NO		973.5	958.02	949.9
STN1	STN1	Not DIU	0.93901	NO		318.83	423.47	432.84
STOM	STOM	Not DIU	0.17802	YES	3	710.19	600.01	493.36
STOML1	STOML1	Not DIU	0.10381	NO		85.83	97.08	137.45
STON1	STON1	Not DIU	0.99441	NO		207.54	156.72	188.64
STRADB	STRADB	Not DIU	0.81655	NO		323.9	339.19	303.58
STRBP	STRBP	Not DIU	0.11475	YES	3	90.51	70.93	84.78
STRIP2	STRIP2	Not DIU	0.88711	NO		319.28	246.01	525.04
STRN	STRN	Not DIU	0.55024	NO		144.06	132.14	187.09
STRN4	STRN4	Not DIU	0.70555	NO		221.34	206.56	205.05
STT3A	STT3A	Not DIU	0.16474	YES	3	414.43	396.7	424.44
STX16	STX16	Not DIU	0.47397	NO		71.51	64.13	90.72
STX17	STX17	Not DIU	0.71191	NO		185.32	167.77	184.92
STX18	STX18	Not DIU	0.66303	NO		156.39	168.85	170.67
STX2	STX2	Not DIU	0.85389	NO		86.17	87.06	92.15
STX3	STX3	Not DIU	0.68856	NO		576.71	635.89	653.58
STX5	STX5	Not DIU	0.93145	NO		106.22	113.29	113.17
STX7	STX7	Not DIU	0.49938	NO		250.26	288.51	272.64
STXBP3	STXBP3	Not DIU	0.22111	NO		172.7	141.56	172.75
STXBP5	STXBP5	Not DIU	0.84192	NO		156.55	130.15	155.77
STYX	STYX	Not DIU	0.98063	NO		154.29	195.39	199.87
SUCO	SUCO	Not DIU	0.78511	NO		93.24	97.13	93.32
SUGP2	SUGP2	DIU	4.3782E-5	YES	1	360.18	337.48	376.75
SUGT1	SUGT1	Not DIU	0.75019	NO		223.74	235.06	199.6
SULF1	SULF1	Not DIU	0.055757	NO		173.18	83.93	91.97
SULF2	SULF2	Not DIU	0.77209	NO		146.78	109.2	101.21
SUMF1	SUMF1	Not DIU	0.79244	NO		188.29	185.37	152.52
SUMO1	SUMO1	Not DIU	0.58671	NO		369.62	370.55	346.44
SUOX_RAB5B	SUOX_RAB5B	DIU	0.0019456	NO		605.08	619.38	584.73
SUPT5H	SUPT5H	DIU	6.8083E-4	NO		320.14	306.38	363.91
SUPT6H	SUPT6H	Not DIU	0.96172	NO		310.24	211.76	270.04
SUPT7L	SUPT7L	Not DIU	0.3752	NO		154.14	135.0	139.97
SUSD6	SUSD6	Not DIU	0.41452	NO		182.75	213.28	161.4
SUV39H2	SUV39H2	Not DIU	0.31618	YES	3	52.54	52.37	47.47
SVIL	SVIL	DIU	1.532E-6	NO		15903.55	14646.28	10999.52
SWAP70	SWAP70	Not DIU	0.7013	YES	2,3	84.87	72.74	68.44
SYAP1	SYAP1	Not DIU	0.43816	NO		157.85	134.78	185.47
SYDE1	SYDE1	Not DIU	0.86	NO		53.58	38.16	49.13
SYDE2	SYDE2	Not DIU	0.49272	YES	3	40.3	26.84	37.52
SYNCRIP	SYNCRIP	Not DIU	0.21438	NO		705.08	613.1	862.96
SYNE3	SYNE3	Not DIU	0.21716	YES	3	78.01	87.18	97.66
SYNJ1	SYNJ1	Not DIU	0.77051	YES	3	48.42	75.46	58.68
SYNPO2	SYNPO2	Not DIU	0.99945	YES	2	9395.66	10072.53	8148.67
SYNPO2L	SYNPO2L	Not DIU	0.75246	NO		1708.55	1508.74	2266.62
SYNRG	SYNRG	Not DIU	0.85826	YES	1,3	411.88	430.81	438.94
SYPL1	SYPL1	Not DIU	0.717	NO		886.05	962.0	1041.54
SYVN1	SYVN1	Not DIU	0.7149	YES	1,2	59.8	59.2	65.28
SZRD1	SZRD1	DIU	0.0064424	NO		1277.95	1337.38	1144.84
TAB1	TAB1	Not DIU	0.84823	NO		257.31	232.74	272.09
TAB2	TAB2	Not DIU	0.99441	NO		651.2	627.51	673.11
TAB3	TAB3	DIU	0.044765	NO		118.45	147.21	179.77
TACC1	TACC1	Not DIU	0.9673	NO		207.05	141.91	176.27
TACC2	TACC2	Not DIU	0.64234	NO		3166.02	3786.61	5224.54
TADA3	TADA3	DIU	0.040604	NO		112.14	116.59	117.49
TAF1	TAF1	Not DIU	0.22814	YES	3	374.36	348.7	351.67
TAF11	TAF11	Not DIU	0.8579	NO		162.77	160.42	165.11
TAF2	TAF2	Not DIU	0.5868	NO		181.43	174.53	195.64
TAF5L	TAF5L	Not DIU	0.99677	NO		134.39	144.88	164.86
TAF9	TAF9	Not DIU	0.54796	NO		162.48	200.16	116.22
TANC2	TANC2	DIU	0.020155	YES	1	43.03	50.04	35.34
TANGO2	TANGO2	Not DIU	0.5425	NO		147.18	266.89	117.41
TANK	TANK	Not DIU	0.26215	NO		85.6	94.8	75.09
TAOK1	TAOK1	Not DIU	0.33807	NO		691.48	669.7	777.1
TAOK2	TAOK2	Not DIU	0.71261	NO		235.01	190.3	164.86
TAOK3	TAOK3	Not DIU	0.25624	YES	1	89.48	65.56	73.13
TAP2	TAP2	DIU	0.037838	NO		60.66	55.6	77.14
TAPBPL	TAPBPL	Not DIU	0.23545	NO		70.55	63.96	135.02
TAPT1	TAPT1	Not DIU	0.29777	YES	1	248.13	261.81	398.39
TARBP1	TARBP1	Not DIU	0.80133	YES	1	170.72	192.79	188.91
TARDBP	TARDBP	Not DIU	0.16982	NO		245.5	235.62	222.37
TARS	TARS	Not DIU	0.95116	NO		479.45	526.33	403.5
TATDN2	TATDN2	Not DIU	0.48469	NO		99.66	102.17	118.45
TATDN3	TATDN3	Not DIU	0.95116	NO		96.05	130.53	122.22
TAX1BP1	TAX1BP1	Not DIU	0.35702	NO		1048.05	1246.42	1119.09
TAZ	TAZ	Not DIU	0.13724	NO		88.79	94.54	80.04
TBC1D1	TBC1D1	Not DIU	0.58468	NO		897.39	918.3	603.02
TBC1D12	TBC1D12	Not DIU	0.18241	YES	2	98.83	85.22	111.93
TBC1D13	TBC1D13	Not DIU	0.33108	NO		163.07	138.56	171.72
TBC1D14	TBC1D14	Not DIU	0.91417	NO		161.71	187.24	210.55
TBC1D15	TBC1D15	Not DIU	0.57101	NO		92.52	83.61	85.77
TBC1D20	TBC1D20	Not DIU	0.7917	NO		226.16	209.35	229.15
TBC1D23	TBC1D23	Not DIU	0.85042	NO		243.77	272.27	264.93
TBC1D24	TBC1D24	Not DIU	0.8725	NO		51.73	55.78	59.02
TBC1D30	TBC1D30	Not DIU	0.80132	NO		41.83	40.04	46.54
TBC1D32	TBC1D32	Not DIU	0.85226	NO		41.3	42.65	50.7
TBC1D5	TBC1D5	Not DIU	0.78978	YES	2	143.0	154.42	157.78
TBC1D8	TBC1D8	Not DIU	0.66288	NO		241.17	293.9	351.66
TBCA	TBCA	Not DIU	0.19605	NO		59.99	56.43	79.59
TBCB	TBCB	Not DIU	0.31832	NO		204.73	181.82	204.57
TBCEL	TBCEL	DIU	0.0016599	YES	1,2	31.54	33.14	24.84
TBCK	TBCK	Not DIU	0.87028	YES	3	168.0	172.6	218.91
TBK1	TBK1	DIU	6.5489E-4	NO		138.35	165.15	132.34
TBL1XR1	TBL1XR1	DIU	0.0052557	NO		797.98	771.69	833.61
TBL2	TBL2	Not DIU	0.75227	NO		93.68	91.04	111.89
TBPL1	TBPL1	Not DIU	0.30243	YES	2	50.15	48.86	59.7
TBRG1	TBRG1	Not DIU	0.75207	NO		269.35	246.94	200.44
TBRG4	TBRG4	Not DIU	0.55882	NO		1724.85	2010.76	1787.07
TBX15	TBX15	Not DIU	0.99083	NO		1955.48	1667.97	2150.33
TCAF1	TCAF1	Not DIU	0.84838	NO		274.65	236.28	248.79
TCAIM	TCAIM	DIU	0.014314	NO		225.42	221.7	110.26
TCEANC	TCEANC	Not DIU	0.89215	NO		137.38	157.92	131.09
TCERG1	TCERG1	Not DIU	0.40845	NO		138.1	116.84	187.84
TCF12	TCF12	Not DIU	0.67565	NO		460.43	544.15	501.42
TCF20	TCF20	Not DIU	0.32359	NO		194.07	172.88	226.2
TCF3	TCF3	Not DIU	0.67356	YES	3	66.3	72.91	96.91
TCF4	TCF4	Not DIU	0.64234	YES	3	481.65	341.37	343.72
TCN2	TCN2	Not DIU	0.14349	NO		184.78	197.89	156.26
TCOF1	TCOF1	Not DIU	0.38531	YES	3	29.28	21.7	42.0
TCTA	TCTA	Not DIU	0.62449	NO		267.76	253.98	303.3
TCTN2	TCTN2	Not DIU	0.75246	YES	2,3	47.84	47.68	49.56
TDP2	TDP2	Not DIU	0.055197	YES	3	275.28	273.25	250.83
TDRD3	TDRD3	Not DIU	0.057751	NO		256.29	249.1	205.75
TEAD1	TEAD1	Not DIU	0.9102	NO		2337.54	2155.83	2130.83
TEAD2	TEAD2	DIU	7.3595E-12	YES	2	142.43	190.11	128.15
TEAD4	TEAD4	Not DIU	0.35786	NO		2593.77	2319.74	3148.91
TECR	TECR	Not DIU	0.68767	NO		906.36	953.27	960.66
TEF	TEF	Not DIU	0.85674	NO		884.58	789.55	949.17
TEK	TEK	Not DIU	0.95367	YES	1,2	440.0	336.65	309.4
TEN1	TEN1	Not DIU	0.80112	NO		278.8	306.95	175.78
TENT4B	TENT4B	Not DIU	0.71579	NO		294.79	281.39	182.18
TEP1	TEP1	Not DIU	0.26348	NO		100.0	97.33	138.8
TEPSIN	TEPSIN	Not DIU	0.07363	YES	3	33.76	36.55	27.55
TERF2	TERF2	Not DIU	0.82064	NO		110.4	116.8	165.72
TEX2	TEX2	Not DIU	0.23974	NO		2684.78	3034.11	2779.66
TEX261	TEX261	Not DIU	0.11586	NO		275.56	288.96	302.21
TEX264	TEX264	Not DIU	0.41721	NO		186.93	205.28	196.45
TFB1M_LOC113259586	TFB1M_LOC113259586	Not DIU	0.54228	NO		220.31	231.98	192.57
TFB2M	TFB2M	Not DIU	0.93012	NO		513.46	645.37	356.62
TFCP2	TFCP2	Not DIU	0.062769	YES	1	196.77	214.57	202.24
TFE3	TFE3	Not DIU	0.49272	NO		425.3	441.92	355.54
TFEB	TFEB	Not DIU	0.58093	NO		329.33	326.27	330.0
TFG	TFG	DIU	0.036351	NO		203.55	205.69	193.8
TFRC	TFRC	Not DIU	0.99441	NO		2378.88	1641.9	1525.78
TGFB2	TGFB2	Not DIU	0.98785	NO		166.4	158.22	136.2
TGFBI	TGFBI	Not DIU	0.99768	NO		472.78	244.92	337.8
TGFBR1	TGFBR1	Not DIU	0.78978	NO		281.29	237.13	293.07
TGFBR2	TGFBR2	Not DIU	0.52027	NO		702.5	532.83	581.31
TGFBR3	TGFBR3	Not DIU	0.93522	YES	2	553.66	337.87	542.45
TGOLN2	TGOLN2	Not DIU	0.97425	NO		299.12	251.14	371.53
TGS1	TGS1	Not DIU	0.13208	NO		145.44	143.18	164.54
THADA	THADA	Not DIU	0.73923	YES	2	217.3	259.27	244.2
THAP10	THAP10	Not DIU	0.61392	NO		159.4	188.74	122.39
THAP3	THAP3	DIU	0.038848	YES	1	44.72	36.72	39.61
THAP6	THAP6	Not DIU	0.5929	NO		102.05	114.46	102.75
THAP7	THAP7	Not DIU	0.93727	NO		103.27	100.42	89.21
THAP8	THAP8	Not DIU	0.16745	NO		35.03	43.35	47.4
THAP9	THAP9	Not DIU	0.54294	NO		176.93	177.18	144.51
THBD	THBD	Not DIU	0.88518	YES	1	72.26	43.87	47.85
THBS2	THBS2	Not DIU	0.96965	NO		252.77	118.71	185.34
THBS3	THBS3	Not DIU	0.24659	NO		126.01	40.3	42.56
THNSL1	THNSL1	Not DIU	0.76842	YES	3	244.38	266.32	324.19
THNSL2	THNSL2	Not DIU	0.20508	NO		362.17	356.61	326.99
THOC1	THOC1	Not DIU	0.17967	YES	1,2	61.88	53.82	55.91
THOC2	THOC2	Not DIU	0.26476	NO		224.81	260.26	307.17
THOC3	THOC3	Not DIU	0.23941	NO		83.46	79.79	64.24
THOC5	THOC5	Not DIU	0.71044	NO		250.63	261.61	293.87
THRA	THRA	DIU	0.0086072	YES	3	782.65	830.21	945.84
THRAP3	THRAP3	Not DIU	0.94717	NO		1147.64	1113.11	1199.45
THRB	THRB	Not DIU	0.37555	NO		282.28	279.04	176.21
THUMPD3	THUMPD3	Not DIU	0.49237	NO		201.0	200.47	208.43
THY1	THY1	Not DIU	0.32577	YES	1	474.72	197.08	436.75
THYN1	THYN1	Not DIU	0.95312	NO		180.56	212.16	180.29
TIAL1	TIAL1	Not DIU	0.19987	NO		176.14	135.49	187.5
TIAM2	TIAM2	Not DIU	0.97786	NO		55.66	42.69	49.25
TIMM13	TIMM13	Not DIU	0.10381	NO		540.22	571.98	546.55
TIMM17A	TIMM17A	Not DIU	0.79314	NO		199.31	212.08	216.69
TIMM21	TIMM21	Not DIU	0.96273	NO		265.31	310.82	208.35
TIMM22	TIMM22	Not DIU	0.1108	NO		101.83	110.98	92.78
TIMMDC1	TIMMDC1	Not DIU	0.40056	YES	3	375.09	437.84	370.37
TIMP2	TIMP2	Not DIU	0.23024	NO		1422.38	708.81	1548.03
TIMP4	TIMP4	Not DIU	0.96617	NO		468.9	292.25	218.67
TINAGL1	TINAGL1	DIU	0.019687	NO		194.12	176.14	142.4
TINF2	TINF2	Not DIU	0.88734	NO		115.77	107.05	139.77
TJAP1	TJAP1	Not DIU	0.89177	YES	1	41.81	30.19	30.81
TJP1	TJP1	Not DIU	0.17873	NO		624.14	489.54	662.62
TJP2	TJP2	Not DIU	0.49272	YES	1,3	134.47	109.39	125.71
TK2	TK2	Not DIU	0.31048	YES	3	41.19	22.95	47.93
TLE1	TLE1	Not DIU	0.94522	NO		465.12	392.91	566.81
TLE3	TLE3	Not DIU	0.99441	NO		74.68	95.46	51.62
TLK1	TLK1	Not DIU	0.86398	NO		104.55	86.17	113.32
TLK2	TLK2	Not DIU	0.55024	YES	1	404.18	401.69	499.55
TLN2	TLN2	Not DIU	0.27579	NO		3358.07	2979.15	2638.31
TM2D1	TM2D1	Not DIU	0.35659	NO		360.97	378.42	362.26
TM2D3	TM2D3	Not DIU	0.58671	NO		248.19	311.75	243.86
TM4SF1	TM4SF1	Not DIU	0.98816	NO		445.39	286.19	317.41
TM6SF1	TM6SF1	DIU	0.0035148	NO		684.41	695.25	597.51
TM7SF3	TM7SF3	Not DIU	0.80132	NO		70.73	90.48	50.78
TM9SF4	TM9SF4	Not DIU	0.85858	NO		192.23	180.96	186.52
TMA16	TMA16	Not DIU	0.05704	YES	1,2	67.8	79.3	104.15
TMC7	TMC7	Not DIU	0.46804	NO		77.06	63.09	78.49
TMCC1	TMCC1	DIU	8.0023E-5	YES	1	385.2	522.76	308.17
TMCO3	TMCO3	DIU	0.029011	YES	1,3	132.94	152.75	128.61
TMED1	TMED1	Not DIU	0.85481	NO		157.86	159.29	190.76
TMED5	TMED5	Not DIU	0.63198	NO		235.79	250.89	206.82
TMEM106B	TMEM106B	Not DIU	0.56669	NO		217.39	205.26	174.71
TMEM11	TMEM11	Not DIU	0.21438	NO		535.12	644.22	513.61
TMEM117	TMEM117	Not DIU	0.99441	NO		175.8	147.6	137.26
TMEM120A	TMEM120A	Not DIU	0.50676	NO		102.09	194.44	75.71
TMEM120B	TMEM120B	Not DIU	0.9129	NO		183.53	195.57	169.07
TMEM128	TMEM128	Not DIU	0.22673	NO		80.91	72.34	75.4
TMEM129	TMEM129	Not DIU	0.96276	NO		61.63	58.02	51.3
TMEM131L	TMEM131L	Not DIU	0.99486	NO		264.61	246.58	359.11
TMEM132A	TMEM132A	Not DIU	0.36417	YES	1	41.04	43.42	62.37
TMEM134	TMEM134	Not DIU	0.91613	NO		304.71	351.42	432.38
TMEM135_LOC113269409	TMEM135_LOC113269409	Not DIU	0.39277	YES	3	22.99	45.0	47.13
TMEM136	TMEM136	DIU	8.4394E-12	NO		96.11	77.73	117.01
TMEM143	TMEM143	Not DIU	0.99347	NO		159.46	141.85	95.48
TMEM150A	TMEM150A	Not DIU	0.43816	NO		198.39	196.51	120.51
TMEM161B	TMEM161B	Not DIU	0.41291	NO		50.31	45.52	49.86
TMEM164	TMEM164	Not DIU	0.99441	NO		96.66	134.44	145.28
TMEM167A	TMEM167A	Not DIU	0.87842	NO		164.14	148.45	176.2
TMEM168	TMEM168	DIU	0.042743	YES	3	149.39	139.9	159.3
TMEM175	TMEM175	DIU	0.0081493	NO		86.54	83.62	71.5
TMEM179B	TMEM179B	Not DIU	0.12588	NO		100.9	114.0	141.9
TMEM182	TMEM182	Not DIU	0.95116	NO		1507.8	1734.13	1425.36
TMEM183A	TMEM183A	Not DIU	0.80729	NO		169.62	188.79	137.39
TMEM185A	TMEM185A	Not DIU	0.094384	NO		355.18	332.04	337.29
TMEM19	TMEM19	Not DIU	0.47807	NO		115.06	113.24	122.12
TMEM199	TMEM199	DIU	0.02987	NO		85.0	77.12	84.23
TMEM206	TMEM206	Not DIU	0.4801	YES	1	36.13	42.35	32.08
TMEM218	TMEM218	Not DIU	0.057751	YES	2	109.2	130.76	135.39
TMEM225B	TMEM225B	Not DIU	0.92604	NO		92.19	74.72	54.9
TMEM230	TMEM230	Not DIU	0.35197	NO		198.83	210.64	187.44
TMEM231	TMEM231	Not DIU	0.41229	YES	3	34.54	28.92	37.63
TMEM233	TMEM233	Not DIU	0.55484	NO		108.47	67.1	48.95
TMEM236	TMEM236	DIU	0.019318	YES	3	23.81	25.82	23.96
TMEM237	TMEM237	Not DIU	0.63053	NO		83.63	71.63	87.74
TMEM242	TMEM242	Not DIU	0.22951	NO		539.16	598.57	439.97
TMEM245	TMEM245	Not DIU	0.61878	NO		982.11	1000.39	1274.04
